Category,Front,Back,Pronunciation,PartOfSpeech,Difficulty,Example,Tags
Education & Learning,Memorize,કોઈ બાબતને એવી રીતે શીખવી કે જેથી તે બરાબર યાદ રહે.,મેમરાઇઝ,verb,Intermediate,Students often memorize key dates for history.,Education_&_Learning; Study_Habits; Intermediate
Education & Learning,Procrastinate,જે કામ કરવું જોઈએ તેને વારંવાર ટાળતા રહેવું.,પ્રોક્રેસ્ટિનેટ,verb,Advanced,I always procrastinate before big exams.,Education_&_Learning; Study_Habits; Advanced
Education & Learning,Diligent,સતત પ્રયત્ન સાથે કાળજીપૂર્વક અને મહેનતથી કામ કરનારું.,ડિલિજન્ટ,adjective,Advanced,She is a diligent student who never misses class.,Education_&_Learning; Study_Habits; Advanced
Education & Learning,Distraction,જે કોઈ વસ્તુ તમે કરી રહ્યા છો તેમાંથી તમારું ધ્યાન ભટકાવે છે.,ડિસ્ટ્રેક્શન,noun,Intermediate,Mobile phones are a big distraction while studying.,Education_&_Learning; Study_Habits; Intermediate
Education & Learning,Perseverance,મુશ્કેલીઓ છતાં પ્રયત્ન ચાલુ રાખવાનો ગુણ.,પર્સિવિયરન્સ,noun,Advanced,Her perseverance helped her pass the tough exam.,Education_&_Learning; Study_Habits; Advanced
Education & Learning,Examination,કોઈ વિષયમાં જ્ઞાન અથવા ક્ષમતાની ઔપચારિક કસોટી.,એક્ઝામિનેશન,noun,Intermediate,The final examination is next month.,Education_&_Learning; Examinations_&_Grades; Intermediate
Education & Learning,Grade,વિદ્યાર્થીના કાર્યની ગુણવત્તા દર્શાવતો ગુણ અથવા સ્કોર.,ગ્રેડ,noun,Intermediate,She got the highest grade in the class.,Education_&_Learning; Examinations_&_Grades; Intermediate
Education & Learning,Assess,કોઈ વસ્તુની ગુણવત્તા અથવા સ્તરનું મૂલ્યાંકન કરવું.,અસેસ,verb,Intermediate,Teachers assess students through tests and projects.,Education_&_Learning; Examinations_&_Grades; Intermediate
Education & Learning,Distinction,ઉત્તમ કાર્ય માટે મળતો ખૂબ ઊંચો ગ્રેડ અથવા ગુણ.,ડિસ્ટિન્ક્શન,noun,Advanced,She graduated with distinction.,Education_&_Learning; Examinations_&_Grades; Advanced
Education & Learning,Evaluate,કોઈ બાબતના મૂલ્ય વિશે અભિપ્રાય બાંધવા માટે તેને કાળજીપૂર્વક વિચારવી.,ઇવેલ્યુએટ,verb,Intermediate,The teacher will evaluate each presentation.,Education_&_Learning; Examinations_&_Grades; Intermediate
Education & Learning,Cheating,પરીક્ષામાં અન્યાયી ફાયદો મેળવવા માટે અપ્રામાણિક રીતે વર્તવું.,ચીટિંગ,noun,Intermediate,He was caught cheating in the exam.,Education_&_Learning; Examinations_&_Grades; Intermediate
Education & Learning,Transcript,વિદ્યાર્થીના ગ્રેડ અને અભ્યાસક્રમોનો સત્તાવાર રેકોર્ડ.,ટ્રાન્સક્રિપ્ટ,noun,Advanced,She submitted her transcript with the application.,Education_&_Learning; Examinations_&_Grades; Advanced
Education & Learning,Scholarship,વિદ્યાર્થીને તેના શિક્ષણ માટે મદદરૂપ થવા આપવામાં આવતી રકમ.,સ્કોલરશિપ,noun,Intermediate,She won a scholarship to study abroad.,Education_&_Learning; School_&_University_Life; Intermediate
Education & Learning,Enroll,"કોઈ અભ્યાસક્રમ, શાળા અથવા યુનિવર્સિટીમાં સત્તાવાર રીતે દાખલ થવું.",એનરોલ,verb,Intermediate,She enrolled in an online English course.,Education_&_Learning; School_&_University_Life; Intermediate
Education & Learning,Faculty,યુનિવર્સિટીનો શિક્ષક સ્ટાફ અથવા તેની અંદરનો કોઈ વિભાગ.,ફેકલ્ટી,noun,Advanced,She joined the science faculty last year.,Education_&_Learning; School_&_University_Life; Advanced
Education & Learning,Semester,શૈક્ષણિક વર્ષ જે બે મુખ્ય ભાગમાં વહેંચાય છે તેમાંનો એક ભાગ.,સેમેસ્ટર,noun,Intermediate,She did very well in her first semester.,Education_&_Learning; School_&_University_Life; Intermediate
Education & Learning,Graduation,ડિગ્રી અથવા અભ્યાસક્રમની સફળતાપૂર્વક પૂર્ણાહુતિ.,ગ્રેજ્યુએશન,noun,Intermediate,Her family attended the graduation ceremony.,Education_&_Learning; School_&_University_Life; Intermediate
Education & Learning,Tuition,"શિક્ષણ માટે ચૂકવાતી રકમ, અથવા નાના જૂથને અપાતું શિક્ષણ.",ટ્યુશન,noun,Advanced,University tuition fees keep rising.,Education_&_Learning; School_&_University_Life; Advanced
Education & Learning,Knowledge,શીખવા અથવા અનુભવ દ્વારા મેળવેલી માહિતી અને કુશળતા.,નૉલેજ,noun,Intermediate,Reading widens your knowledge.,Education_&_Learning; Knowledge_&_Understanding; Intermediate
Education & Learning,Insight,કોઈ જટિલ પરિસ્થિતિ અથવા વિચારની સ્પષ્ટ અને ઊંડી સમજ.,ઇનસાઇટ,noun,Advanced,The book offers great insight into history.,Education_&_Learning; Knowledge_&_Understanding; Advanced
Education & Learning,Analyze,કોઈ વસ્તુને સમજવા અથવા સમજાવવા માટે વિગતવાર તપાસવી.,એનલાઇઝ,verb,Intermediate,Scientists analyze the data carefully.,Education_&_Learning; Knowledge_&_Understanding; Intermediate
Education & Learning,Concept,કોઈ બાબત વિશેનો અમૂર્ત વિચાર અથવા સામાન્ય ખ્યાલ.,કોન્સેપ્ટ,noun,Intermediate,Gravity is a difficult concept for young children.,Education_&_Learning; Knowledge_&_Understanding; Intermediate
Education & Learning,Intellectual,"વિચારવાની, તર્ક કરવાની અને વિચારોને સમજવાની ક્ષમતા સાથે સંબંધિત.",ઇન્ટેલેક્ચ્યુઅલ,adjective,Advanced,Chess is an intellectual game.,Education_&_Learning; Knowledge_&_Understanding; Advanced
Education & Learning,Profound,"ખૂબ ઊંડું, ગહન અથવા ગંભીર સમજ દર્શાવનારું.",પ્રોફાઉન્ડ,adjective,Advanced,The lecture had a profound effect on me.,Education_&_Learning; Knowledge_&_Understanding; Advanced
Travel & Tourism,Itinerary,મુસાફરીનો વિગતવાર કાર્યક્રમ અથવા આયોજિત માર્ગ.,આઇટિનરરી,noun,Advanced,Our itinerary includes three cities in five days.,Travel_&_Tourism; Planning_a_Trip; Advanced
Travel & Tourism,Destination,જ્યાં કોઈ વ્યક્તિ કે વસ્તુ પહોંચવાનું હોય તે સ્થળ.,ડેસ્ટિનેશન,noun,Intermediate,Goa is a popular tourist destination in India.,Travel_&_Tourism; Planning_a_Trip; Intermediate
Travel & Tourism,Reservation,પહેલેથી કંઈક પોતાના માટે રાખી મૂકવાની વ્યવસ્થા.,રિઝર્વેશન,noun,Intermediate,I made a reservation for two at the hotel.,Travel_&_Tourism; Planning_a_Trip; Intermediate
Travel & Tourism,Budget,મુસાફરી કે પ્રવૃત્તિ માટે ખર્ચ કરવાનું આયોજિત નાણાં.,બજેટ,noun,Intermediate,We planned the whole trip on a tight budget.,Travel_&_Tourism; Planning_a_Trip; Intermediate
Travel & Tourism,Embark,મુસાફરી શરૂ કરવી અથવા કોઈ નવી મહત્વની વાત આરંભવી.,ઇમ્બાર્ક,verb,Advanced,We embarked on a road trip across the country.,Travel_&_Tourism; Planning_a_Trip; Advanced
Travel & Tourism,Visa,પાસપોર્ટ પર લાગતી સત્તાવાર પરવાનગી જે દેશમાં પ્રવેશ આપે છે.,વિઝા,noun,Intermediate,I applied for a tourist visa last week.,Travel_&_Tourism; Planning_a_Trip; Intermediate
Travel & Tourism,Excursion,"આનંદ માટે કરેલી ટૂંકી સફર, સામાન્ય રીતે તે જ દિવસે પાછા આવવાનું.",એક્સ્કર્ઝન,noun,Advanced,We booked a guided excursion to the waterfalls.,Travel_&_Tourism; Planning_a_Trip; Advanced
Travel & Tourism,Boarding pass,વિમાનમાં ચઢવાની પરવાનગી આપતો દસ્તાવેજ.,બોર્ડિંગ પાસ,noun,Intermediate,Please have your boarding pass ready at the gate.,Travel_&_Tourism; Airport_&_Transport; Intermediate
Travel & Tourism,Layover,"મુસાફરીના બે ભાગ વચ્ચે, ખાસ કરીને ફ્લાઇટ બદલતી વખતે, કોઈ સ્થળે ટૂંકો રોકાવ.",લેઓવર,noun,Advanced,We had a six-hour layover in Singapore.,Travel_&_Tourism; Airport_&_Transport; Advanced
Travel & Tourism,Customs,સરહદ પર આવેલું સત્તાવાર સ્થળ જ્યાં સામાનની તપાસ થાય છે.,કસ્ટમ્સ,noun,Intermediate,We had to go through customs after landing.,Travel_&_Tourism; Airport_&_Transport; Intermediate
Travel & Tourism,Terminal,વિમાનઘર કે સ્ટેશન પરનું મકાન જ્યાંથી મુસાફરો આવ-જા કરે છે.,ટર્મિનલ,noun,Intermediate,Our flight departs from Terminal 2.,Travel_&_Tourism; Airport_&_Transport; Intermediate
Travel & Tourism,Commute,"બે સ્થળો વચ્ચે, ખાસ કરીને કામ માટે, નિયમિત મુસાફરી કરવી.",કમ્યૂટ,verb,Intermediate,I commute by train every morning.,Travel_&_Tourism; Airport_&_Transport; Intermediate
Travel & Tourism,Departure,મુસાફરી શરૂ કરવા માટે કોઈ સ્થળ છોડવાની ક્રિયા.,ડિપાર્ચર,noun,Intermediate,The departure time is six in the evening.,Travel_&_Tourism; Airport_&_Transport; Intermediate
Travel & Tourism,Transit,અંતિમ સ્થળ તરફ જતી વખતે કોઈ સ્થળમાંથી પસાર થવાની પ્રક્રિયા.,ટ્રાન્ઝિટ,noun,Advanced,The goods were damaged in transit.,Travel_&_Tourism; Airport_&_Transport; Advanced
Travel & Tourism,Accommodation,"મુસાફરો રહી શકે તેવી જગ્યા, જેમ કે હોટેલ કે ગેસ્ટહાઉસ.",અકોમડેશન,noun,Intermediate,We booked accommodation near the beach.,Travel_&_Tourism; Hotels_&_Accommodation; Intermediate
Travel & Tourism,Check-in,હોટેલ કે વિમાનઘરે પોતાના આગમનની નોંધણી કરવાની પ્રક્રિયા.,ચેક-ઇન,noun,Intermediate,Check-in starts at two in the afternoon.,Travel_&_Tourism; Hotels_&_Accommodation; Intermediate
Travel & Tourism,Vacancy,ઉપલબ્ધ ખાલી રૂમ કે જગ્યા જે હાલમાં વપરાશમાં નથી.,વેકન્સી,noun,Advanced,The hotel had no vacancy that night.,Travel_&_Tourism; Hotels_&_Accommodation; Advanced
Travel & Tourism,Amenities,રહેવાના સ્થળે પૂરી પાડવામાં આવતી ઉપયોગી અને સુખદ સુવિધાઓ.,અમેનિટીઝ,noun,Advanced,The resort offers all modern amenities.,Travel_&_Tourism; Hotels_&_Accommodation; Advanced
Travel & Tourism,Suite,"હોટેલમાં જોડાયેલા રૂમોનો સમૂહ, સામાન્ય રીતે સામાન્ય રૂમ કરતાં વધુ વૈભવી.",સ્વીટ,noun,Intermediate,They stayed in the honeymoon suite.,Travel_&_Tourism; Hotels_&_Accommodation; Intermediate
Travel & Tourism,Concierge,"હોટેલનો કર્મચારી જે મહેમાનોને બુકિંગ, પ્રવાસ અને ખાસ વિનંતીઓમાં મદદ કરે છે.",કૉન્સિઅર્ઝ,noun,Advanced,Ask the concierge for a good restaurant.,Travel_&_Tourism; Hotels_&_Accommodation; Advanced
Travel & Tourism,Check-out,બિલ ચૂકવીને હોટેલનો રૂમ છોડવાની ક્રિયા.,ચેક-આઉટ,noun,Intermediate,Check-out time is eleven in the morning.,Travel_&_Tourism; Hotels_&_Accommodation; Intermediate
Travel & Tourism,Landmark,કોઈ વિસ્તારની પ્રખ્યાત કે સહેલાઈથી ઓળખાય તેવી ઇમારત કે સ્થળ.,લેન્ડમાર્ક,noun,Intermediate,The Taj Mahal is a famous landmark.,Travel_&_Tourism; Sightseeing_&_Culture; Intermediate
Travel & Tourism,Heritage,"પહેલાંની પેઢીઓ તરફથી મળેલી મૂલ્યવાન પરંપરાઓ, ઇમારતો અને સંસ્કૃતિ.",હેરિટેજ,noun,Advanced,The old city has a rich cultural heritage.,Travel_&_Tourism; Sightseeing_&_Culture; Advanced
Travel & Tourism,Sightseeing,પ્રવાસી તરીકે રસપ્રદ સ્થળોની મુલાકાત લેવાની પ્રવૃત્તિ.,સાઇટસીઇંગ,noun,Intermediate,We spent the whole day sightseeing.,Travel_&_Tourism; Sightseeing_&_Culture; Intermediate
Travel & Tourism,Indigenous,કોઈ ચોક્કસ સ્થળે મૂળભૂત રીતે ઉદ્ભવેલું; પ્રદેશનું મૂળ વતની.,ઇન્ડિજિનસ,adjective,Advanced,We learned about the indigenous culture of the area.,Travel_&_Tourism; Sightseeing_&_Culture; Advanced
Travel & Tourism,Picturesque,"ચિત્ર જેવું મનમોહક અને દૃષ્ટિને આકર્ષક, જૂની ઢબનું સુંદર.",પિક્ચરેસ્ક,adjective,Advanced,We stayed in a picturesque mountain village.,Travel_&_Tourism; Sightseeing_&_Culture; Advanced
Travel & Tourism,Souvenir,મુલાકાત લીધેલા સ્થળ કે પ્રસંગની યાદગીરી તરીકે રાખવામાં આવતી વસ્તુ.,સૂવનિર,noun,Intermediate,I bought a souvenir from the local market.,Travel_&_Tourism; Sightseeing_&_Culture; Intermediate
Travel & Tourism,Cuisine,કોઈ ચોક્કસ દેશ કે પ્રદેશની વિશિષ્ટ રસોઈ શૈલી.,ક્વિઝીન,noun,Advanced,We loved the local cuisine on our trip.,Travel_&_Tourism; Sightseeing_&_Culture; Advanced
Travel & Tourism,Delay,જ્યારે કંઈક આયોજન કરતાં મોડું કે ધીમું થાય તે સમયગાળો.,ડિલે,noun,Intermediate,There was a two-hour flight delay.,Travel_&_Tourism; Travel_Problems; Intermediate
Travel & Tourism,Cancellation,આયોજિત પ્રસંગ કે બુકિંગ ન થાય તેવો નિર્ણય લેવાની ક્રિયા.,કેન્સલેશન,noun,Intermediate,The flight cancellation ruined our plans.,Travel_&_Tourism; Travel_Problems; Intermediate
Travel & Tourism,Stranded,કોઈ સ્થળ છોડવાનો માર્ગ ન હોય તેવી મુશ્કેલ સ્થિતિમાં ફસાયેલું.,સ્ટ્રેન્ડેડ,adjective,Advanced,Hundreds of passengers were stranded by the strike.,Travel_&_Tourism; Travel_Problems; Advanced
Travel & Tourism,Jet lag,જુદા જુદા સમય-ક્ષેત્રો પાર કરતી લાંબી ફ્લાઇટ પછી અનુભવાતો થાક.,જેટ લેગ,noun,Intermediate,I had terrible jet lag after the long flight.,Travel_&_Tourism; Travel_Problems; Intermediate
Travel & Tourism,Overbooked,ઉપલબ્ધ બેઠકો કે રૂમ કરતાં વધુ બુકિંગ સ્વીકારી લેવાયેલું.,ઓવરબુક્ડ,adjective,Advanced,"The flight was overbooked, so some passengers waited.",Travel_&_Tourism; Travel_Problems; Advanced
Travel & Tourism,Refund,"પાછા આપવામાં આવતા નાણાં, ખાસ કરીને જ્યારે સેવા આપવામાં ન આવે.",રિફંડ,noun,Intermediate,We claimed a full refund for the cancelled tour.,Travel_&_Tourism; Travel_Problems; Intermediate
Travel & Tourism,Breathtaking,"અત્યંત સુંદર, પ્રભાવશાળી અથવા રોમાંચક.",બ્રેથટેકિંગ,adjective,Intermediate,The view from the peak was breathtaking.,Travel_&_Tourism; Describing_Experiences; Intermediate
Travel & Tourism,Memorable,યાદ રાખવા જેવું અથવા ખાસ હોવાથી સહેલાઈથી યાદ રહે તેવું.,મેમરબલ,adjective,Intermediate,It was the most memorable trip of my life.,Travel_&_Tourism; Describing_Experiences; Intermediate
Travel & Tourism,Adventurous,જોખમ ઉઠાવવા કે નવા અને રોમાંચક અનુભવો કરવા તૈયાર.,એડ્વેન્ચરસ,adjective,Intermediate,She is an adventurous traveller who loves trekking.,Travel_&_Tourism; Describing_Experiences; Intermediate
Travel & Tourism,Exhilarating,"ખૂબ ખુશ, ઉત્સાહિત અને ઊર્જાથી ભરપૂર અનુભવ કરાવતું.",એક્ઝિલરેટિંગ,adjective,Advanced,The white-water rafting was exhilarating.,Travel_&_Tourism; Describing_Experiences; Advanced
Travel & Tourism,Underwhelming,અપેક્ષા કરતાં ઘણું ઓછું પ્રભાવશાળી હોવાથી નિરાશાજનક.,અન્ડરવ્હેલ્મિંગ,adjective,Advanced,The famous beach was rather underwhelming.,Travel_&_Tourism; Describing_Experiences; Advanced
Travel & Tourism,Nostalgic,ભૂતકાળના સુખદ સમય કે સ્થળો માટે લાગણીસભર ઝંખના અનુભવતું.,નોસ્ટેલ્જિક,adjective,Advanced,Returning to my village made me feel nostalgic.,Travel_&_Tourism; Describing_Experiences; Advanced
Technology & Digital Life,Device,"કોઈ ખાસ કામ માટે બનાવેલું ઇલેક્ટ્રોનિક સાધન, જેમ કે ફોન કે લેપટોપ.",ડિવાઇસ,noun,Intermediate,Most people carry at least one smart device every day.,Technology_&_Digital_Life; Devices_&_Hardware; Intermediate
Technology & Digital Life,Processor,કમ્પ્યુટરનો એ ભાગ જે ગણતરી કરે છે અને પ્રોગ્રામ ચલાવે છે; એને કમ્પ્યુટરનું મગજ કહેવાય.,પ્રોસેસર,noun,Advanced,This laptop has a powerful processor for video editing.,Technology_&_Digital_Life; Devices_&_Hardware; Advanced
Technology & Digital Life,Peripheral,"કમ્પ્યુટર સાથે જોડાતું બહારનું સાધન, જેમ કે માઉસ, કીબોર્ડ કે પ્રિન્ટર.",પેરિફેરલ,noun,Advanced,A keyboard is the most basic computer peripheral.,Technology_&_Digital_Life; Devices_&_Hardware; Advanced
Technology & Digital Life,Touchscreen,"એવી સ્ક્રીન જે આંગળી અડાડવાથી કામ કરે છે, જેમ કે સ્માર્ટફોનની સ્ક્રીન.",ટચસ્ક્રીન,noun,Intermediate,The cracked touchscreen no longer responds to my taps.,Technology_&_Digital_Life; Devices_&_Hardware; Intermediate
Technology & Digital Life,Hardware,"કમ્પ્યુટર કે ઇલેક્ટ્રોનિક સિસ્ટમના ભૌતિક ભાગો, જેને હાથથી અડી શકાય.",હાર્ડવેર,noun,Intermediate,"The hardware is fine, but the software keeps crashing.",Technology_&_Digital_Life; Devices_&_Hardware; Intermediate
Technology & Digital Life,Charger,"બેટરી ભરવા માટે વીજળી પૂરી પાડતું સાધન, જેમ કે ફોનનું ચાર્જર.",ચાર્જર,noun,Intermediate,"I forgot my charger at home, so my phone died.",Technology_&_Digital_Life; Devices_&_Hardware; Intermediate
Technology & Digital Life,Router,એક સાધન જે ઘણાં ડિવાઇસને નેટવર્ક અને ઇન્ટરનેટ સાથે જોડે છે.,રાઉટર,noun,Advanced,Restart the router if the internet stops working.,Technology_&_Digital_Life; Devices_&_Hardware; Advanced
Technology & Digital Life,Browser,"એક પ્રોગ્રામ જેનાથી ઇન્ટરનેટ પર વેબસાઇટ ખોલીને જોઈ શકાય, જેમ કે ક્રોમ.",બ્રાઉઝર,noun,Intermediate,Open your browser and type the website address.,Technology_&_Digital_Life; Internet_&_Apps; Intermediate
Technology & Digital Life,Download,ઇન્ટરનેટ પરથી ફાઇલ કે ડેટા તમારા ડિવાઇસમાં ઉતારવો.,ડાઉનલોડ,verb,Intermediate,Download the app from the official store only.,Technology_&_Digital_Life; Internet_&_Apps; Intermediate
Technology & Digital Life,Application,"કોઈ ખાસ કામ કરવા માટેનો સોફ્ટવેર પ્રોગ્રામ, જેને ટૂંકમાં એપ કહેવાય.",એપ્લિકેશન,noun,Intermediate,This application helps you learn new languages.,Technology_&_Digital_Life; Internet_&_Apps; Intermediate
Technology & Digital Life,Streaming,"ઇન્ટરનેટ પર સીધું વીડિયો કે સંગીત જોવું-સાંભળવું, ડાઉનલોડ કર્યા વગર.",સ્ટ્રીમિંગ,noun,Advanced,Streaming movies in high quality uses a lot of data.,Technology_&_Digital_Life; Internet_&_Apps; Advanced
Technology & Digital Life,Bandwidth,નક્કી સમયમાં ઇન્ટરનેટ કનેક્શન પરથી મોકલી શકાય તેટલા ડેટાની મહત્તમ ક્ષમતા.,બેન્ડવિડ્થ,noun,Advanced,Video calls use a large amount of bandwidth.,Technology_&_Digital_Life; Internet_&_Apps; Advanced
Technology & Digital Life,Subscription,"કોઈ સેવા વાપરવા માટે નિયમિત રીતે પૈસા ભરવાની વ્યવસ્થા, જેમ કે માસિક પ્લાન.",સબ્સ્ક્રિપ્શન,noun,Advanced,I canceled my streaming subscription to save money.,Technology_&_Digital_Life; Internet_&_Apps; Advanced
Technology & Digital Life,Cloud,"ઇન્ટરનેટ પરના દૂરના સર્વર પર ડેટા સંગ્રહવાની વ્યવસ્થા, જેને ક્લાઉડ કહેવાય.",ક્લાઉડ,noun,Advanced,All my photos are backed up to the cloud.,Technology_&_Digital_Life; Internet_&_Apps; Advanced
Technology & Digital Life,Profile,સોશિયલ મીડિયા પર વ્યક્તિની માહિતી અને પોસ્ટ બતાવતું પાનું.,પ્રોફાઇલ,noun,Intermediate,She updated her profile with a new photo.,Technology_&_Digital_Life; Social_Media; Intermediate
Technology & Digital Life,Follower,જે વ્યક્તિ બીજાની સોશિયલ મીડિયા પોસ્ટ જોવા માટે તેને ફોલો કરે છે.,ફોલોઅર,noun,Intermediate,Her cooking videos gained thousands of followers.,Technology_&_Digital_Life; Social_Media; Intermediate
Technology & Digital Life,Viral,"ઇન્ટરનેટ પર ખૂબ ઝડપથી અને દૂર સુધી ફેલાઈ જતું, જેમ કે વાઇરલ વીડિયો.",વાઇરલ,adjective,Intermediate,His dance video went viral overnight.,Technology_&_Digital_Life; Social_Media; Intermediate
Technology & Digital Life,Hashtag,હેશ ચિહ્ન સાથેનો શબ્દ જે પોસ્ટને વિષય પ્રમાણે જૂથમાં ગોઠવે છે.,હેશટેગ,noun,Advanced,Add a popular hashtag so more people see your post.,Technology_&_Digital_Life; Social_Media; Advanced
Technology & Digital Life,Influencer,ઘણા ફોલોઅર ધરાવતી વ્યક્તિ જે લોકોના વિચાર કે ખરીદી પર અસર પાડે છે.,ઇન્ફ્લુએન્સર,noun,Advanced,The travel influencer earns money from sponsored posts.,Technology_&_Digital_Life; Social_Media; Advanced
Technology & Digital Life,Feed,સોશિયલ મીડિયા ખોલતા જે પોસ્ટ અને અપડેટની યાદી દેખાય તે ફીડ કહેવાય.,ફીડ,noun,Intermediate,I scrolled through my feed during the break.,Technology_&_Digital_Life; Social_Media; Intermediate
Technology & Digital Life,Engagement,"પોસ્ટ પર મળતી લાઇક, કોમેન્ટ અને શેર, જે લોકોની પ્રતિક્રિયા બતાવે છે.",એન્ગેજમેન્ટ,noun,Advanced,This post got high engagement with many comments.,Technology_&_Digital_Life; Social_Media; Advanced
Technology & Digital Life,Notification,એપ કે ડિવાઇસ તરફથી નવી પ્રવૃત્તિ કે સંદેશ વિશે આપતી સૂચના.,નોટિફિકેશન,noun,Intermediate,I get a notification whenever someone messages me.,Technology_&_Digital_Life; Online_Communication; Intermediate
Technology & Digital Life,Attachment,ઈમેલ કે સંદેશ સાથે જોડીને મોકલેલી ફાઇલ.,અટેચમેન્ટ,noun,Intermediate,Please find the report in the attachment.,Technology_&_Digital_Life; Online_Communication; Intermediate
Technology & Digital Life,Inbox,"આવેલા ઈમેલ કે સંદેશ જમા થાય તે ફોલ્ડર, જેને ઇનબોક્સ કહેવાય.",ઇનબોક્સ,noun,Intermediate,Check your inbox for the confirmation email.,Technology_&_Digital_Life; Online_Communication; Intermediate
Technology & Digital Life,Forward,મળેલો સંદેશ કે ઈમેલ બીજા કોઈને આગળ મોકલવો.,ફોરવર્ડ,verb,Intermediate,Please forward this email to the whole team.,Technology_&_Digital_Life; Online_Communication; Intermediate
Technology & Digital Life,Reply,"કોઈ સંદેશ, ઈમેલ કે કોમેન્ટનો જવાબ આપવો.",રિપ્લાય,verb,Intermediate,Please reply to my email by tomorrow.,Technology_&_Digital_Life; Online_Communication; Intermediate
Technology & Digital Life,Emoji,સંદેશમાં લાગણી કે વિચાર બતાવવા વપરાતું નાનું ડિજિટલ ચિત્ર.,ઇમોજી,noun,Intermediate,She added a heart emoji to her reply.,Technology_&_Digital_Life; Online_Communication; Intermediate
Technology & Digital Life,Videoconference,ઇન્ટરનેટ પર થતી જીવંત મીટિંગ જેમાં લોકો એકબીજાને જોઈ-સાંભળી શકે.,વીડિયોકોન્ફરન્સ,noun,Advanced,We held a videoconference with the foreign office.,Technology_&_Digital_Life; Online_Communication; Advanced
Technology & Digital Life,Glitch,સિસ્ટમ કે પ્રોગ્રામમાં થોડી વાર માટે આવતી નાની ખામી.,ગ્લિચ,noun,Advanced,A small glitch froze the screen for a second.,Technology_&_Digital_Life; Digital_Problems; Advanced
Technology & Digital Life,Malware,નુકસાન કરવા કે ડિવાઇસમાં ઘૂસવા માટે બનાવેલો હાનિકારક સોફ્ટવેર.,મેલવેર,noun,Advanced,Malware slowed his computer to a crawl.,Technology_&_Digital_Life; Digital_Problems; Advanced
Technology & Digital Life,Buffering,ધીમા કનેક્શનને કારણે વીડિયો કે ઓડિયો અટકીને ડેટા લોડ થવાની રાહ જોવી.,બફરિંગ,noun,Advanced,The video kept buffering because of weak Wi-Fi.,Technology_&_Digital_Life; Digital_Problems; Advanced
Technology & Digital Life,Crash,જ્યારે પ્રોગ્રામ કે ડિવાઇસ અચાનક સંપૂર્ણ બંધ થઈ જાય.,ક્રેશ,verb,Intermediate,The game crashed right before I could save.,Technology_&_Digital_Life; Digital_Problems; Intermediate
Technology & Digital Life,Spam,"મોટી સંખ્યામાં મોકલાતા નકામા સંદેશ કે ઈમેલ, મોટેભાગે જાહેરાતના.",સ્પેમ,noun,Intermediate,My spam folder is full of fake offers.,Technology_&_Digital_Life; Digital_Problems; Intermediate
Technology & Digital Life,Hacking,પરવાનગી વગર કોઈના કમ્પ્યુટર સિસ્ટમ કે એકાઉન્ટમાં ઘૂસવાની ક્રિયા.,હેકિંગ,noun,Advanced,The bank improved security after a hacking attempt.,Technology_&_Digital_Life; Digital_Problems; Advanced
Technology & Digital Life,Upload,પોતાના ડિવાઇસથી ફાઇલ કે ડેટા ઇન્ટરનેટ કે સર્વર પર મોકલવો.,અપલોડ,verb,Intermediate,She uploaded the photos to share with family.,Technology_&_Digital_Life; Technology_Verbs; Intermediate
Technology & Digital Life,Sync,બે કે વધારે ડિવાઇસમાં ડેટા આપમેળે એકસરખો રાખવો.,સિંક,verb,Advanced,My phone and laptop sync my photos automatically.,Technology_&_Digital_Life; Technology_Verbs; Advanced
Technology & Digital Life,Install,પ્રોગ્રામ કે એપને ડિવાઇસમાં ગોઠવીને વાપરવા માટે તૈયાર કરવી.,ઇન્સ્ટોલ,verb,Intermediate,Install the latest update for better security.,Technology_&_Digital_Life; Technology_Verbs; Intermediate
Technology & Digital Life,Reboot,"ડિવાઇસ બંધ કરીને ફરી ચાલુ કરવું, જેને રીસ્ટાર્ટ પણ કહેવાય.",રીબૂટ,verb,Advanced,Reboot the computer to apply the update.,Technology_&_Digital_Life; Technology_Verbs; Advanced
Technology & Digital Life,Encrypt,ડેટાને ગુપ્ત કોડમાં ફેરવવો જેથી માત્ર પરવાનગીવાળા જ વાંચી શકે.,એન્ક્રિપ્ટ,verb,Advanced,The app encrypts every message you send.,Technology_&_Digital_Life; Technology_Verbs; Advanced
Technology & Digital Life,Browse,ઇન્ટરનેટ પર વેબસાઇટ કે માહિતી આમતેમ ફેરવીને જોવી.,બ્રાઉઝ,verb,Intermediate,I like to browse the news every morning.,Technology_&_Digital_Life; Technology_Verbs; Intermediate
Shopping & Money,Supermarket,"એક મોટી સ્વ-સેવા દુકાન જ્યાં ખોરાક, ઘરવખરી અને અન્ય ચીજો વેચાય છે.",સુપરમાર્કેટ,noun,Intermediate,I buy vegetables from the supermarket every week.,Shopping_&_Money; Types_of_Shops; Intermediate
Shopping & Money,Boutique,એક નાની દુકાન જ્યાં ફેશનેબલ કપડાં અથવા ઍક્સેસરીઝ વેચાય છે.,બુટિક,noun,Intermediate,She bought her wedding dress from a boutique.,Shopping_&_Money; Types_of_Shops; Intermediate
